,Account Name: Account Name,count,Order_Won,min,max,mean,sum,Bundle,Cloud : New,Cloud : Renewal,Hardware : FRUs,Hardware : Stations,Other Services : CPaaS,Other Services : Validation,Other Support Services : Activation,Warranty : Assure,Warranty : Assure Renewal,LastPurchase,FirstPurchase,output(kW)
4760,City of Elk Grove,1,1,8826.0,8826.0,8826.0,8826.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,292,292,0.0
4761,City of Elk River,2,2,524.0,3740.0,2132.0,4264.0,0.0,0.0,1459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,225,0.0
4762,City of Elkhart,2,1,0.0,17724.0,8862.0,17724.0,1.0,4484.0,0.0,124.0,9374.0,0.0,0.0,0.0,3742.0,0.0,539,548,14.4
4763,City of Encinitas,1,1,21069.0,21069.0,21069.0,21069.0,0.0,1860.0,0.0,0.0,16150.0,0.0,509.0,850.0,1700.0,0.0,292,292,60.0
4764,City of Enumclaw,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
4765,City of Euclid,1,1,24000.0,24000.0,24000.0,24000.0,1.0,0.0,0.0,0.0,0.0,4800.0,0.0,0.0,0.0,0.0,463,463,14.4
4766,City of Eufala,2,1,0.0,9112.0,4556.0,9112.0,1.0,2242.0,0.0,62.0,4687.0,0.0,0.0,0.0,2121.0,0.0,352,352,7.2
4767,City of Evanston,7,5,0.0,15626.0,4545.142857142857,31816.0,1.0,0.0,421.70588235294116,3291.6666666666665,8000.0,0.0,599.0,0.0,740.0,740.0,145,543,14.4
4768,City of Evart,2,2,300.0,694.0,497.0,994.0,0.0,345.0,0.0,300.0,0.0,0.0,0.0,349.0,0.0,0.0,191,589,0.0
4769,City of Everett,3,3,438.0,725.0,617.6666666666666,1853.0,0.0,0.0,564.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,113,520,0.0
4770,City of Fairborn OH,1,1,25521.0,25521.0,25521.0,25521.0,1.0,5634.0,0.0,213.0,14061.0,0.0,0.0,0.0,5613.0,0.0,505,505,21.6
4771,City of Fairburn,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4772,City of Fairfield,2,1,0.0,10996.0,5498.0,10996.0,1.0,2638.0,0.0,95.0,5768.0,0.0,0.0,0.0,2495.0,0.0,565,597,7.2
4773,City of Fairfield OH,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,381,0.0
4774,City of Fairlawn,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,381,0.0
4775,City of Fall River,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
4776,City of Falls Church,1,1,7422.0,7422.0,7422.0,7422.0,1.0,560.0,0.0,54.5,5318.0,0.0,509.0,297.0,629.0,0.0,335,335,7.2
4777,City of Fargo,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
4778,City of Farmers Branch,4,3,0.0,57368.0,17499.25,69997.0,2.0,13163.0,0.0,213.33333333333334,21163.0,0.0,3600.0,1196.0,1871.0,0.0,111,572,60.0
4779,City of Fayetteville,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,534,0.0
4780,City of Fernandina Beach,2,2,658.0,675.0,666.5,1333.0,0.0,0.0,329.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,453,623,0.0
4781,City of Fitchburg,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,383,0.0
4782,City of Flagstaff,6,6,419.0,18522.0,5293.833333333333,31763.0,1.0,2292.0,1675.0,213.0,5600.5,0.0,599.0,0.0,10180.0,1167.5,111,588,21.6
4783,City of Forest Grove,3,3,6431.0,20616.0,15529.666666666666,46589.0,3.0,13112.0,0.0,213.0,20568.0,0.0,0.0,0.0,12696.0,0.0,369,552,43.2
4784,City of Forest Park,1,1,17014.0,17014.0,17014.0,17014.0,1.0,3756.0,0.0,142.0,9374.0,0.0,0.0,0.0,3742.0,0.0,481,481,14.4
4785,City of Forsyth,2,2,350.0,1398.0,874.0,1748.0,0.0,0.0,329.0,350.0,0.0,0.0,0.0,0.0,0.0,740.0,308,432,0.0
4786,City of Fort Bragg,1,1,550.0,550.0,550.0,550.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,580,580,0.0
4787,City of Fort Lupton,2,2,907.0,953.0,930.0,1860.0,0.0,0.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,225,602,0.0
4788,City of Fort Madison,1,1,23866.0,23866.0,23866.0,23866.0,1.0,5276.0,0.0,190.0,13410.0,0.0,0.0,0.0,4990.0,0.0,481,481,14.4
4789,City of Fort Smith,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,382,0.0
4790,City of Fort Wayne,3,2,0.0,186333.0,102615.66666666667,307847.0,2.0,56839.333333333336,0.0,1869.6666666666667,118859.0,0.0,0.0,0.0,49269.666666666664,0.0,303,566,266.40000000000003
4791,City of Foster City,1,1,7512.0,7512.0,7512.0,7512.0,1.0,560.0,0.0,54.5,5408.0,0.0,509.0,297.0,629.0,0.0,329,329,7.2
4792,City of Fountain Valley,1,1,2875.0,2875.0,2875.0,2875.0,0.0,0.0,0.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,370,370,0.0
4793,City of Framingham,9,7,0.0,6714.0,2418.3333333333335,21765.0,0.0,9068.0,609.0,0.0,0.0,0.0,0.0,1782.0,9697.0,0.0,253,582,0.0
4794,City of Franklin,1,1,16996.0,16996.0,16996.0,16996.0,1.0,3756.0,0.0,124.0,9374.0,0.0,0.0,0.0,3742.0,0.0,446,446,14.4
4795,City of Fremont,3,3,375.0,13120.0,6406.666666666667,19220.0,0.0,0.0,328.0,3575.0,0.0,0.0,0.0,0.0,0.0,0.0,476,504,21.6
4796,City of Fremont (Nebraska),1,1,9408.0,9408.0,9408.0,9408.0,0.0,0.0,1319.5,0.0,0.0,0.0,0.0,0.0,0.0,2065.0,504,504,0.0
4797,City of Fresno,11,9,0.0,30100.0,8480.90909090909,93290.0,0.0,0.0,418.6363636363636,56147.5,0.0,0.0,0.0,0.0,0.0,0.0,112,555,0.0
4798,City of Fridley,1,1,9112.0,9112.0,9112.0,9112.0,1.0,2242.0,0.0,62.0,4687.0,0.0,0.0,0.0,2121.0,0.0,418,418,7.2
4799,"City of Frisco, TX",1,1,15511.0,15511.0,15511.0,15511.0,2.0,1172.0,0.0,128.0,11662.0,0.0,509.0,594.0,1318.0,0.0,118,118,14.4
4800,City of Gainesville,1,1,700.0,700.0,700.0,700.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,176,176,0.0
4801,City of Gainesville (GoRTS),1,1,2992.0,2992.0,2992.0,2992.0,0.0,0.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,266,266,0.0
4802,City of Gainsville,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,441,0.0
4803,City of Gaithersburg,1,1,8010.0,8010.0,8010.0,8010.0,1.0,586.0,0.0,60.0,5839.0,0.0,509.0,297.0,659.0,0.0,278,278,7.2
4804,City of Galena (IL),1,1,5133.0,5133.0,5133.0,5133.0,0.0,0.0,1319.0,0.0,0.0,0.0,0.0,0.0,2495.0,0.0,645,645,0.0
4805,City of Gardena,2,2,325.0,438.0,381.5,763.0,0.0,0.0,219.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,482,495,0.0
4806,City of Gardner,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212,412,0.0
4807,City of Garland,5,5,700.0,4100.0,1810.0,9050.0,0.0,0.0,0.0,6100.0,0.0,0.0,0.0,0.0,0.0,0.0,127,588,0.0
4808,City of Gary,1,1,181128.0,181128.0,181128.0,181128.0,1.0,9672.0,0.0,5272.0,117912.0,0.0,0.0,0.0,32000.0,0.0,93,93,125.0
4809,City of Gas City,1,1,12000.0,12000.0,12000.0,12000.0,1.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,586,586,7.2
4810,City of Gastonia,4,4,975.0,36629.0,13471.0,53884.0,2.0,8572.0,1468.0,1339.5,11017.0,0.0,5100.0,0.0,11226.0,0.0,168,507,43.2
4811,City of Georgetown,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,559,0.0
4812,City of Gig Harbor,4,2,0.0,9145.0,4572.5,18290.0,2.0,4484.0,0.0,95.0,9374.0,0.0,0.0,0.0,4242.0,0.0,198,292,14.4
4813,City of Glen Cove,2,2,250.0,700.0,475.0,950.0,0.0,0.0,0.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,251,630,0.0
4814,City of Glendora,3,3,1075.0,228472.0,77108.33333333333,231325.0,1.0,16316.0,889.0,700.0,167448.0,0.0,0.0,1188.0,28560.0,0.0,112,341,125.0
4815,City of Glens Falls,3,3,1600.0,8970.0,6078.666666666667,18236.0,0.0,0.0,639.8461538461538,900.0,0.0,0.0,0.0,0.0,0.0,0.0,210,582,0.0
4816,City of Glenwood Springs,1,1,1778.0,1778.0,1778.0,1778.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615,615,0.0
4817,City of Golden,3,3,1625.0,11706.0,5790.333333333333,17371.0,0.0,0.0,632.6964285714286,1625.0,0.0,0.0,0.0,0.0,775.0,775.0,126,448,0.0
4818,"City of Golden Valley, MN",3,3,700.0,9195.0,5788.333333333333,17365.0,1.0,558.0,1226.5,371.0,5408.0,0.0,509.0,297.0,3122.0,1794.0,335,580,7.2
4819,City of Goleta,1,1,857.0,857.0,857.0,857.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,0.0,435,435,0.0
4820,City of Goodyear,3,3,687.0,9744.0,4774.333333333333,14323.0,2.0,1182.0,114.5,0.0,8014.0,0.0,1018.0,340.0,2030.0,0.0,259,631,48.0
4821,City of Goshen Indiana,2,2,8862.0,8862.0,8862.0,17724.0,2.0,4484.0,0.0,124.0,9374.0,0.0,0.0,0.0,3742.0,0.0,539,539,14.4
4822,City of Graham - NC,2,2,325.0,2863.0,1594.0,3188.0,0.0,0.0,337.0,325.0,0.0,0.0,0.0,0.0,0.0,757.5,317,450,0.0
4823,"City of Grand Junction, CO",2,1,0.0,1932.0,966.0,1932.0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,614,0.0
4824,City of Grand Rapids,2,2,6046.0,6472.0,6259.0,12518.0,2.0,3144.0,0.0,0.0,6958.0,0.0,0.0,0.0,2416.0,0.0,147,205,36.0
4825,City of Green OH,1,1,17014.0,17014.0,17014.0,17014.0,1.0,3756.0,0.0,142.0,9374.0,0.0,0.0,0.0,3742.0,0.0,519,519,14.4
4826,City of Greensboro,3,3,375.0,1316.0,717.0,2151.0,0.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232,316,0.0
4827,City of Greensboro-Coliseum Complex,2,2,658.0,690.0,674.0,1348.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,586,0.0
4828,City of Gresham,2,1,0.0,71196.0,35598.0,71196.0,1.0,9054.0,0.0,248.0,24598.0,0.0,0.0,1698.0,0.0,0.0,169,414,201.6
4829,City of Grover Beach,2,2,2880.0,3213.0,3046.5,6093.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1581.6666666666665,175,546,0.0
4830,City of Half Moon Bay,1,1,11080.0,11080.0,11080.0,11080.0,0.0,0.0,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,197,0.0
4831,City of Hallandale Beach,1,1,690.0,690.0,690.0,690.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,155,0.0
4832,City of Halsey,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628,628,0.0
4833,City of Hamilton Ohio,1,1,25521.0,25521.0,25521.0,25521.0,1.0,5634.0,0.0,213.0,14061.0,0.0,0.0,0.0,5613.0,0.0,307,307,50.400000000000006
4834,"City of Hamilton, MT",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,474,0.0
4835,"City of Hamilton, The",1,1,205965.6,205965.6,205965.6,205965.6,1.0,14278.4,0.0,0.0,67387.6,0.0,0.0,134.4,20808.4,0.0,112,112,307.25
4836,City of Hammond,2,2,690.0,2238.0,1464.0,2928.0,0.0,0.0,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160,555,0.0
4837,City of Hancock DDA,1,1,66388.0,66388.0,66388.0,66388.0,1.0,4799.0,0.0,0.0,44065.0,0.0,0.0,349.0,16275.0,0.0,114,114,31.25
4838,City of Hanford,2,2,1200.0,5894.0,3547.0,7094.0,0.0,0.0,453.38461538461536,600.0,0.0,0.0,0.0,0.0,0.0,0.0,404,449,12.0
4839,City of Happy Valley,1,1,1398.0,1398.0,1398.0,1398.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,210,210,0.0
4840,City of Haverhill,2,2,1704.0,1792.0,1748.0,3496.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239,645,0.0
4841,City of Havre de Grace,1,1,1398.0,1398.0,1398.0,1398.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,338,338,0.0
4842,City of Hayward,6,5,0.0,40525.0,6946.5,41679.0,1.0,9233.0,1154.0,0.0,10656.0,0.0,0.0,0.0,9980.0,0.0,169,649,28.8
4843,City of Healdsburg,3,3,550.0,7512.0,2920.6666666666665,8762.0,1.0,560.0,0.0,1029.5,5408.0,0.0,509.0,297.0,629.0,0.0,391,628,7.2
4844,City of Henderson,2,2,650.0,5276.0,2963.0,5926.0,0.0,0.0,1319.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,252,489,0.0
4845,City of Hendersonville,1,1,15511.0,15511.0,15511.0,15511.0,2.0,1172.0,0.0,120.0,11678.0,0.0,509.0,594.0,1318.0,0.0,237,237,14.4
4846,City of Hermosa Beach,2,2,1410.0,1410.0,1410.0,2820.0,0.0,0.0,1410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547,562,0.0
4847,City of Hickory North Carolina,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596,596,0.0
4848,City of Hidden Hills,3,3,658.0,1075.0,807.6666666666666,2423.0,0.0,0.0,674.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,152,386,0.0
4849,City of High Point,2,2,8162.0,8162.0,8162.0,16324.0,2.0,4220.0,0.0,142.0,8220.0,0.0,0.0,0.0,3742.0,0.0,586,586,14.4
4850,City of Highland Park,1,1,592.0,592.0,592.0,592.0,0.0,0.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323,323,0.0
4851,City of Hillsboro,9,8,0.0,119205.0,27414.88888888889,246734.0,3.0,32431.5,1697.7824561403509,2970.0,118822.5,0.0,0.0,3482.0,0.0,0.0,99,587,247.3
4852,City of Hillsboro Ohio,1,1,102236.0,102236.0,102236.0,102236.0,1.0,8158.0,0.0,0.0,67728.0,0.0,0.0,0.0,26350.0,0.0,394,394,62.5
4853,City of Hobart,1,1,1676.0,1676.0,1676.0,1676.0,0.0,0.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310,310,0.0
4854,City of Hoboken,3,2,0.0,24741.0,8285.0,24855.0,0.0,10476.0,0.0,2026.5,0.0,0.0,0.0,0.0,10440.0,0.0,138,567,0.0
4855,City of Holdrege,1,1,5238.0,5238.0,5238.0,5238.0,0.0,0.0,1319.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,393,393,0.0
4856,City of Holland,4,4,550.0,6309.0,3262.5,13050.0,0.0,0.0,674.0,550.0,0.0,0.0,599.0,0.0,740.0,1627.25,169,636,0.0
4857,City of Hope,7,7,426.0,146363.0,47546.857142857145,332828.0,0.0,76788.0,0.0,2485.0,159964.0,0.0,4829.0,297.0,74864.0,0.0,288,520,604.8000000000001
4858,City of Houghton,1,1,74968.0,74968.0,74968.0,74968.0,1.0,8158.0,0.0,0.0,65280.0,0.0,0.0,0.0,0.0,0.0,295,295,62.5
4859,City of Houston,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,643,0.0
4860,City of Huber Heights,1,1,25521.0,25521.0,25521.0,25521.0,1.0,5634.0,0.0,213.0,14061.0,0.0,0.0,0.0,5613.0,0.0,336,336,21.6
4861,City of Hudson,2,2,1974.0,4555.0,3264.5,6529.0,0.0,1878.0,329.0,0.0,0.0,0.0,509.0,297.0,1871.0,0.0,113,390,0.0
4862,City of Huntingburg Indiana,1,1,9102.0,9102.0,9102.0,9102.0,1.0,2242.0,0.0,62.0,4326.0,0.0,300.5,0.0,1871.0,0.0,476,476,7.2
4863,City of Huntington Beach,3,2,0.0,30798.0,10507.666666666666,31523.0,0.0,0.0,1319.0,325.0,0.0,0.0,0.0,0.0,0.0,2495.0,107,378,0.0
4864,"City of Independence, Missouri",3,3,325.0,11552.0,7163.0,21489.0,0.0,0.0,655.75,325.0,0.0,0.0,0.0,0.0,0.0,1334.0,271,609,0.0
4865,City of Indian Wells CA,1,1,31620.0,31620.0,31620.0,31620.0,3.0,7062.0,0.0,180.0,17517.0,0.0,0.0,0.0,6681.0,0.0,196,196,21.6
4866,City of Industry,3,2,0.0,66241.0,43097.0,129291.0,0.0,0.0,985.15625,0.0,0.0,0.0,0.0,0.0,0.0,2070.03125,177,510,0.0
4867,City of Iowa City Parking,1,1,188.0,188.0,188.0,188.0,0.0,0.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,490,490,0.0
4868,City of Irvine,1,1,432263.0,432263.0,432263.0,432263.0,0.0,0.0,0.0,20580.625,267618.0,0.0,0.0,0.0,0.0,0.0,112,112,525.6
4869,City of Isleton,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,412,0.0
4870,City of Issaquah,2,1,0.0,1380.0,690.0,1380.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236,261,0.0
4871,City of Ithaca,2,2,700.0,3618.0,2159.0,4318.0,1.0,392.0,0.0,700.0,3056.0,0.0,0.0,170.0,0.0,0.0,181,391,12.0
4872,City of Jacksonville,6,5,0.0,1316.0,788.6666666666666,4732.0,0.0,0.0,987.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,348,463,0.0
4873,City of Jamestown,3,2,0.0,199576.0,66958.66666666667,200876.0,1.0,16316.0,0.0,1300.0,130560.0,0.0,0.0,0.0,52700.0,0.0,145,435,125.0
4874,City of Janesville,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,159,0.0
4875,City of Joliet,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,114,0.0
4876,City of Kannapolis,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,626,0.0
4877,City of Kearney,1,1,350.0,350.0,350.0,350.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,398,398,0.0
4878,City of Kennesaw,4,3,0.0,1380.0,986.5,3946.0,0.0,0.0,674.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,112,512,0.0
4879,City of Kent,3,2,0.0,4337.0,2325.0,6975.0,1.0,392.0,1319.0,0.0,3266.0,0.0,509.0,170.0,0.0,0.0,217,323,12.0
4880,City of Kettering,1,1,34028.0,34028.0,34028.0,34028.0,1.0,7512.0,0.0,284.0,18748.0,0.0,0.0,0.0,7484.0,0.0,393,393,28.8
4881,City of Keystone Heights,1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425,425,0.0
4882,City of Kingston,4,4,650.0,6192.0,3385.75,13543.0,0.0,0.0,656.3,650.0,0.0,0.0,0.0,0.0,2839.0,0.0,105,506,7.2
4883,City of Kinston,2,2,520.0,1500.0,1010.0,2020.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,107,454,0.0
4884,City of Kirkland,6,5,0.0,8787.0,3310.5,19863.0,1.0,560.0,329.0,2833.0,4687.0,0.0,599.0,0.0,2611.0,0.0,100,601,36.0
4885,City of Kissimmee,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518,518,0.0
4886,City of Kitchener Ontario,3,3,392.0,175695.19999999998,58938.399999999994,176815.19999999998,1.0,8382.933333333332,0.0,773.0,27136.199999999997,0.0,0.0,89.60000000000001,13601.6,0.0,120,216,223.25
4887,City of Kyle - Police Dept,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,245,0.0
4888,City of La Canada Flintridge,4,4,690.0,2615.0,1833.25,7333.0,0.0,0.0,1019.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,113,593,0.0
4889,City of La Porte,2,1,0.0,2250.0,1125.0,2250.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,350,362,0.0
4890,City of La Salle,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4891,City of Lacey,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,139,62.5
4892,"City of Laconia, NH",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
4893,City of Lafayette,1,1,6942.0,6942.0,6942.0,6942.0,0.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,0.0,1342.3333333333333,371,371,0.0
4894,City of Lafayette Indiana,1,1,33942.0,33942.0,33942.0,33942.0,1.0,8968.0,0.0,186.0,8652.0,0.0,0.0,0.0,7484.0,0.0,483,483,28.8
4895,City of Lagrange,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4896,City of Laguna Beach,3,3,285.0,5135.0,2553.0,7659.0,0.0,0.0,325.9920634920635,1119.5,0.0,0.0,0.0,0.0,0.0,0.0,303,608,0.0
4897,City of Laguna Hills,1,1,19760.0,19760.0,19760.0,19760.0,1.0,4484.0,0.0,109.0,10816.0,0.0,0.0,0.0,4242.0,0.0,572,572,14.4
4898,City of Laguna Niguel,3,3,1766.0,17596.0,12319.333333333334,36958.0,2.0,10140.0,0.0,218.0,17304.0,0.0,0.0,594.0,8484.0,0.0,258,292,28.8
4899,City of Lake Forest,7,7,658.0,19418.0,6510.142857142857,45571.0,1.0,6950.0,1489.0,2049.5,10120.0,0.0,0.0,0.0,6325.0,2855.5,166,635,14.4
4900,City of Lake Oswego,1,1,2808.0,2808.0,2808.0,2808.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,746.0,314,314,0.0
4901,City of Lake Stevens,2,1,0.0,10219.0,5109.5,10219.0,1.0,2242.0,0.0,54.5,5747.0,0.0,0.0,0.0,2121.0,0.0,260,554,7.2
4902,City of Lake Worth,4,3,0.0,21992.0,5998.25,23993.0,1.0,5276.0,279.3333333333333,515.0,11536.0,0.0,0.0,0.0,4990.0,0.0,296,576,14.4
4903,City of Lakeway,4,3,0.0,690.0,424.5,1698.0,0.0,0.0,674.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,231,621,0.0
4904,City of Lakewood CA,2,2,2138.0,2312.0,2225.0,4450.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1551.0,98,525,0.0
4905,City of Lakewood CO,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351,0.0
4906,"City of Lakewood, Ohio",5,5,356.0,32703.0,9977.6,49888.0,3.0,12310.0,0.0,558.0,24292.0,0.0,0.0,0.0,11330.0,0.0,299,603,52.8
4907,City of Landrum,2,2,325.0,345.0,335.0,670.0,0.0,0.0,345.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,141,468,0.0
4908,"City of Lanesboro, MN",1,1,5540.0,5540.0,5540.0,5540.0,0.0,0.0,1385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133,133,0.0
4909,City of Laramie,2,1,0.0,8542.0,4271.0,8542.0,1.0,560.0,0.0,79.0,5839.0,0.0,509.0,297.0,1258.0,0.0,131,320,7.2
4910,City of Larkspur,4,3,0.0,2070.0,1186.0,4744.0,0.0,0.0,674.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,203,628,0.0
4911,City of Las Vegas,1,1,816.0,816.0,816.0,816.0,0.0,0.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344,344,0.0
4912,City of Lawrence,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381,381,0.0
4913,"City of Lawrence, KS",1,1,456329.0,456329.0,456329.0,456329.0,0.0,19434.0,0.0,0.0,79230.0,0.0,0.0,0.0,42930.0,0.0,294,294,1650.0
4914,City of Lawrenceville (GA) Utilities,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4915,City of Layfayette,3,3,1200.0,13400.0,6101.666666666667,18305.0,0.0,0.0,1730.0,650.0,0.0,0.0,0.0,0.0,0.0,3395.0,146,366,0.0
4916,City of Leadville,1,1,37229.0,37229.0,37229.0,37229.0,1.0,1019.0,0.0,0.0,32640.0,0.0,0.0,0.0,3570.0,0.0,600,600,31.25
4917,"City of Lebanon, Ohio",1,1,8862.0,8862.0,8862.0,8862.0,1.0,2242.0,0.0,62.0,4687.0,0.0,0.0,0.0,1871.0,0.0,467,467,7.2
4918,City of Lehi,2,2,700.0,1857.0,1278.5,2557.0,0.0,0.0,619.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,310,310,0.0
4919,City of Lenoir,2,2,658.0,1395.0,1026.5,2053.0,0.0,0.0,329.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,146,342,0.0
4920,City of Lenoir Public Works,1,1,350.0,350.0,350.0,350.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,252,252,0.0
4921,City of Leon Valley,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351,0.0
4922,City of Lewisville,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554,559,0.0
