,Account Name: Account Name,count,Order_Won,min,max,mean,sum,Bundle,Cloud : New,Cloud : Renewal,Hardware : FRUs,Hardware : Stations,Other Services : CPaaS,Other Services : Validation,Other Support Services : Activation,Warranty : Assure,Warranty : Assure Renewal,LastPurchase,FirstPurchase,output(kW)
4923,City of Lexington,1,1,10266.0,10266.0,10266.0,10266.0,0.0,0.0,1319.0,0.0,0.0,0.0,0.0,0.0,2495.0,0.0,335,335,0.0
4924,City of Lincoln,6,5,0.0,32898.0,13327.833333333334,79967.0,0.0,20172.0,870.0,777.0,28122.0,0.0,0.0,0.0,12726.0,0.0,111,322,43.2
4925,City of Lincoln City,2,2,650.0,1974.0,1312.0,2624.0,0.0,0.0,329.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,464,525,0.0
4926,City of Littleton,2,2,2800.0,17020.0,9910.0,19820.0,1.0,4484.0,660.0,142.0,8652.0,0.0,0.0,0.0,3742.0,1480.0,118,590,14.4
4927,"City of Livermore, CA",3,2,0.0,61235.0,20878.333333333332,62635.0,3.5,6726.0,0.0,1629.0,16124.5,0.0,0.0,0.0,7423.5,0.0,125,432,50.4
4928,City of Lockport,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351,0.0
4929,City of Lodi,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,653,653,0.0
4930,City of Lodi CA,1,1,120081.0,120081.0,120081.0,120081.0,0.0,44840.0,0.0,0.0,12603.666666666666,0.0,0.0,0.0,37430.0,0.0,420,420,72.0
4931,City of Logan UT,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4932,City of Lomita,1,1,17340.0,17340.0,17340.0,17340.0,1.0,0.0,0.0,0.0,0.0,3468.0,0.0,0.0,0.0,0.0,398,398,14.4
4933,City of Lompoc,1,1,1714.0,1714.0,1714.0,1714.0,0.0,1120.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,0.0,307,307,0.0
4934,City of London OH,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4935,City of Lone Tree,2,1,0.0,14373.0,7186.5,14373.0,2.0,1120.0,0.0,76.0,10816.0,0.0,509.0,594.0,1258.0,0.0,365,565,14.4
4936,City of Long Beach,18,16,0.0,122924.0,38507.5,693135.0,11.0,84042.0,983.08,6373.0,135491.5,0.0,59912.0,1693.0,110409.0,729.2307692307693,154,566,849.6
4937,City of Los Angeles,2,2,1398.0,2972.0,2185.0,4370.0,0.0,1120.0,329.0,0.0,0.0,0.0,0.0,594.0,1258.0,740.0,316,384,0.0
4938,City of Los Angeles - Bureau of Street Lighting,3,2,0.0,6168.0,3306.0,9918.0,0.0,0.0,308.4,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,530,632,0.0
4939,City of Louisville,3,2,0.0,8283.0,5094.0,15282.0,2.0,3390.0,0.0,0.0,8176.0,0.0,0.0,297.0,3419.0,0.0,342,539,14.4
4940,City of Loveland,4,4,2262.0,15072.0,6155.5,24622.0,1.0,4484.0,1338.0,142.0,9852.0,0.0,0.0,594.0,0.0,481.0,154,646,14.4
4941,City of Lowell,2,1,0.0,88000.0,44000.0,88000.0,1.0,22420.0,0.0,0.0,46870.0,0.0,0.0,0.0,18710.0,0.0,468,565,72.0
4942,"City of Lowell, MA",4,4,700.0,12198.0,7735.0,30940.0,1.0,1120.0,429.57142857142856,700.0,9374.0,0.0,0.0,594.0,1110.0,0.0,134,588,14.4
4943,"City of Lowell, Michigan DDA",1,1,6500.0,6500.0,6500.0,6500.0,1.0,0.0,0.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,301,301,14.4
4944,"City of Lynn, MA",2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,628,0.0
4945,City of Lynwood,1,1,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4946,City of Lyons,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,320,0.0
4947,City of Madison,5,3,0.0,16446.0,5152.6,25763.0,1.0,10156.0,0.0,267.0,4687.0,0.0,0.0,1047.0,9606.0,0.0,301,533,7.2
4948,City of Maitland,2,2,6955.0,43148.0,25051.5,50103.0,1.0,10988.0,0.0,0.0,28874.0,0.0,0.0,0.0,10116.0,0.0,113,113,40.8
4949,City of Malibu,2,2,2563.0,6500.0,4531.5,9063.0,1.0,0.0,345.0,0.0,3250.0,0.0,0.0,0.0,0.0,764.0,204,608,14.4
4950,"City of Manassas, VA",1,1,1645.0,1645.0,1645.0,1645.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608,608,0.0
4951,City of Manhattan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,320,0.0
4952,City of Manteca,1,1,1465.0,1465.0,1465.0,1465.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,775.0,128,128,0.0
4953,"City of Maple Ridge, The",2,2,728.0,25778.4,13253.2,26506.4,0.0,4732.8,0.0,728.0,14313.6,0.0,0.0,0.0,6732.0,0.0,104,113,21.6
4954,City of Marco Island,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579,579,0.0
4955,City of Marietta,1,1,275.0,275.0,275.0,275.0,0.0,0.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,625,625,0.0
4956,City of Marion,1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426,426,0.0
4957,City of Marlborough,1,1,3132.0,3132.0,3132.0,3132.0,0.0,0.0,783.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,176,0.0
4958,City of Marquette,1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316,316,0.0
4959,City of Marshalltown,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,565,0.0
4960,City of Martinez,6,6,345.0,8698.0,2843.6666666666665,17062.0,1.0,2238.0,1424.5555555555557,1400.0,4000.0,0.0,0.0,0.0,2460.0,0.0,232,645,7.2
4961,City of Marysville,3,3,10220.0,119918.0,49823.0,149469.0,3.5,12652.0,0.0,164.33333333333331,89503.0,0.0,1020.0,445.5,34170.5,0.0,131,583,91.3
4962,City of Mc Farland,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
4963,City of McDonough,2,2,1221.0,1398.0,1309.5,2619.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.0,169,553,0.0
4964,City of McFarland,1,1,96486.0,96486.0,96486.0,96486.0,2.0,1859.0,0.0,81.75,41197.5,0.0,509.5,0.0,4513.5,0.0,597,597,84.1
4965,City of Medford,4,3,0.0,7067.0,3630.75,14523.0,1.0,3740.0,0.0,54.5,4963.0,0.0,509.0,893.0,4309.0,0.0,146,588,7.2
4966,"City of Melbourne, FL",1,1,4000.0,4000.0,4000.0,4000.0,1.0,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,483,483,7.2
4967,City of Melrose MA,1,1,700.0,700.0,700.0,700.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,469,469,0.0
4968,City of Menlo Park,2,1,0.0,13879.0,6939.5,13879.0,0.0,0.0,885.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,651.0,519,593,0.0
4969,City of Mentor Ohio,1,1,17014.0,17014.0,17014.0,17014.0,1.0,3756.0,0.0,142.0,9374.0,0.0,0.0,0.0,3742.0,0.0,488,488,14.4
4970,City of Mercer Island,1,1,600.0,600.0,600.0,600.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,469,469,0.0
4971,City of Merriam,3,2,0.0,10200.0,6800.0,20400.0,2.0,0.0,0.0,0.0,0.0,4080.0,0.0,0.0,0.0,0.0,355,426,14.4
4972,City of Mesquite,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,474,0.0
4973,City of Methuen,1,1,24396.0,24396.0,24396.0,24396.0,1.0,2240.0,0.0,0.0,18748.0,0.0,0.0,1188.0,2220.0,0.0,468,468,28.8
4974,City of Miami,2,2,1482.0,4000.0,2741.0,5482.0,1.0,0.0,345.0,0.0,4000.0,0.0,0.0,0.0,0.0,792.0,170,580,7.2
4975,City of Middletown,2,1,0.0,700.0,350.0,700.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,104,145,0.0
4976,City of Mill Valley,1,1,1398.0,1398.0,1398.0,1398.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,363,363,0.0
4977,City of Millbrae,3,3,2000.0,5520.0,4261.333333333333,12784.0,0.0,0.0,674.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,229,587,0.0
4978,City of Milpitas,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537,537,0.0
4979,City of Milton-Freewater,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,124,0.0
4980,City of Milwaukee,1,1,5017.0,5017.0,5017.0,5017.0,0.0,2492.0,0.0,0.0,0.0,0.0,0.0,298.0,2227.0,0.0,93,93,0.0
4981,City of Milwaukie,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,139,0.0
4982,City of Minneapolis,3,3,350.0,75918.0,29794.0,89382.0,1.0,9743.5,0.0,350.0,20307.333333333336,0.0,255.0,510.0,12235.5,0.0,111,558,127.25
4983,City of Minnetonka,2,2,2081.0,70093.0,36087.0,72174.0,1.0,2878.0,0.0,0.0,64464.0,0.0,1020.0,742.5,0.0,0.0,89,442,62.5
4984,City of Mishawaka,1,1,8862.0,8862.0,8862.0,8862.0,1.0,2242.0,0.0,62.0,4687.0,0.0,0.0,0.0,1871.0,0.0,539,539,7.2
4985,City of Mission,1,1,11359.2,11359.2,11359.2,11359.2,0.0,0.0,665.6,0.0,0.0,0.0,0.0,0.0,0.0,2455.2,216,216,0.0
4986,City of Mobile,1,1,17567.0,17567.0,17567.0,17567.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,111,111,0.0
4987,City of Monroe,4,4,275.0,75988.0,19544.75,78179.0,1.0,2038.0,958.0,275.0,65280.0,0.0,0.0,0.0,7140.0,0.0,189,644,62.5
4988,City of Montague,1,1,22533.0,22533.0,22533.0,22533.0,0.0,1680.0,0.0,960.6,11745.0,0.0,1527.0,891.0,1887.0,0.0,418,418,21.6
4989,City of Montebello,2,2,375.0,3994.0,2184.5,4369.0,0.0,0.0,329.0,0.0,0.0,0.0,599.0,0.0,0.0,740.0,335,335,0.0
4990,City of Monterey,1,1,29362.0,29362.0,29362.0,29362.0,1.0,3957.0,0.0,65.0,6884.0,0.0,0.0,0.0,3742.5,0.0,292,292,21.6
4991,City of Moorpark,1,1,19292.0,19292.0,19292.0,19292.0,1.0,4484.0,0.0,0.0,10816.0,0.0,0.0,0.0,3992.0,0.0,288,288,14.4
4992,City of Moreno Valley,2,1,0.0,10440.0,5220.0,10440.0,0.0,0.0,614.5,0.0,0.0,0.0,0.0,0.0,0.0,1381.0,315,381,0.0
4993,City of Morgan Hill,2,2,700.0,975.0,837.5,1675.0,0.0,0.0,0.0,1675.0,0.0,0.0,0.0,0.0,0.0,0.0,307,498,0.0
4994,City of Morganton,1,1,210477.0,210477.0,210477.0,210477.0,1.0,9279.0,0.0,20.666666666666668,67623.5,0.0,1018.0,0.0,27287.0,0.0,352,352,132.2
4995,City of Motley,2,2,250.0,870.0,560.0,1120.0,0.0,0.0,870.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,188,362,0.0
4996,City of Mt. Vernon OH,1,1,9050.0,9050.0,9050.0,9050.0,1.0,2242.0,0.0,0.0,4687.0,0.0,0.0,0.0,2121.0,0.0,352,352,7.2
4997,City of Murray,1,1,690.0,690.0,690.0,690.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,175,0.0
4998,City of Murrieta,1,1,3842.0,3842.0,3842.0,3842.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,2064.0,378,378,0.0
4999,City of Napa,2,2,2072.0,2632.0,2352.0,4704.0,0.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,604,0.0
5000,City of Nelson,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,626,0.0
5001,City of Nelsonville OH,1,1,35528.0,35528.0,35528.0,35528.0,1.0,8158.0,0.0,0.0,0.0,0.0,1020.0,0.0,26350.0,0.0,306,306,0.0
5002,City of Neptune Beach,2,2,325.0,740.0,532.5,1065.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,740.0,425,482,0.0
5003,City of New Albany,1,1,8507.0,8507.0,8507.0,8507.0,1.0,1878.0,0.0,71.0,4687.0,0.0,0.0,0.0,1871.0,0.0,446,446,7.2
5004,City of New Bedford MA,2,2,2308.0,3827.0,3067.5,6135.0,1.0,280.0,577.0,0.0,3250.0,0.0,0.0,297.0,0.0,0.0,475,484,7.2
5005,City of New Bern,1,1,95388.0,95388.0,95388.0,95388.0,1.0,3758.0,0.0,0.0,65280.0,0.0,0.0,0.0,26350.0,0.0,505,505,62.5
5006,"City of New London, CT",1,1,3593.0,3593.0,3593.0,3593.0,0.0,1172.0,0.0,0.0,0.0,0.0,509.0,594.0,1318.0,0.0,224,224,0.0
5007,City of New Orleans,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264,264,0.0
5008,City of New Port Richey,5,5,315.0,24204.0,5606.4,28032.0,1.0,2632.0,262.25,1355.0,10088.0,0.0,0.0,1396.0,0.0,0.0,156,649,28.8
5009,City of New York,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533,533,0.0
5010,City of Newark,2,2,65.0,5136.0,2600.5,5201.0,0.0,0.0,0.0,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,448,448,0.0
5011,City of Newburyport,1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394,394,0.0
5012,City of Newnan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
5013,City of Newport,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,169,0.0
5014,City of Newton,6,5,0.0,35200.0,14869.333333333334,89216.0,2.0,17936.0,1337.0,0.0,37496.0,0.0,0.0,0.0,14968.0,3101.0,180,526,57.6
5015,City of Niagara Falls,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,109,0.0
5016,City of Norfolk,4,3,0.0,9746.0,4244.5,16978.0,0.0,4808.0,0.0,62.0,9013.0,0.0,0.0,0.0,3095.0,0.0,420,637,14.4
5017,City of North Mankato,3,3,1406.0,13506.0,5459.0,16377.0,1.0,1120.0,690.0,142.0,9374.0,0.0,1018.0,594.0,1258.0,1491.0,112,629,14.4
5018,City of North Royalton OH,1,1,12408.0,12408.0,12408.0,12408.0,1.0,2210.0,0.0,0.0,7703.0,0.0,0.0,0.0,2495.0,0.0,495,495,7.2
5019,City of Northampton,3,2,0.0,36414.0,12161.666666666666,36485.0,1.0,11210.0,0.0,355.0,23435.0,0.0,0.0,1485.0,0.0,0.0,201,378,36.0
5020,City of Northglenn,3,1,0.0,8862.0,2954.0,8862.0,1.0,2242.0,0.0,62.0,4687.0,0.0,0.0,0.0,1871.0,0.0,442,565,7.2
5021,City of Norwalk OH,1,1,17014.0,17014.0,17014.0,17014.0,1.0,3756.0,0.0,142.0,9374.0,0.0,0.0,0.0,3742.0,0.0,204,204,14.4
5022,City of Novato,12,4,0.0,52188.0,8179.416666666667,98153.0,2.0,18440.0,1438.2,145.0,34816.0,0.0,0.0,0.0,21995.0,1968.75,404,606,57.6
5023,City of Oak Harbor,3,2,0.0,1039.0,565.6666666666666,1697.0,0.0,690.0,329.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,146,405,0.0
5024,City of Oakland,8,8,1075.0,69900.0,19217.125,153737.0,0.0,0.0,653.5584415584415,8800.0,0.0,0.0,599.0,0.0,2064.0,2524.0,257,632,0.0
5025,City of Oakland Park,6,6,375.0,1380.0,891.0,5346.0,0.0,0.0,674.0,1900.0,0.0,0.0,0.0,0.0,0.0,0.0,99,588,0.0
5026,City of Oakland Parking Partners,2,2,375.0,700.0,537.5,1075.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,211,211,0.0
5027,City of Oakley,3,3,18068.0,37671.0,25276.333333333332,75829.0,3.0,15037.0,0.0,472.5,36258.0,0.0,0.0,0.0,18090.0,0.0,210,308,50.4
5028,City of Oakwood,1,1,3749.0,3749.0,3749.0,3749.0,1.0,1878.0,0.0,0.0,0.0,0.0,0.0,0.0,1871.0,0.0,211,211,0.0
5029,City of Oberlin Ohio,1,1,29985.0,29985.0,29985.0,29985.0,1.0,8310.0,0.0,315.0,13500.0,0.0,0.0,0.0,7860.0,0.0,219,219,21.6
5030,City of Ocean City,1,1,1398.0,1398.0,1398.0,1398.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,455,455,0.0
5031,City of Oceanside,1,1,15729.0,15729.0,15729.0,15729.0,1.0,1316.0,0.0,100.0,11536.0,0.0,599.0,698.0,1480.0,0.0,342,342,14.4
5032,City of Ocoee,2,2,438.0,1325.0,881.5,1763.0,0.0,0.0,219.0,475.0,0.0,0.0,0.0,0.0,0.0,0.0,344,513,0.0
5033,City of Ojai,1,1,2056.0,2056.0,2056.0,2056.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,429,429,0.0
5034,City of Oklahoma City,6,6,650.0,3450.0,1760.8333333333333,10565.0,0.0,0.0,674.0,3450.0,0.0,0.0,0.0,0.0,0.0,0.0,188,607,0.0
5035,City of Olathe,1,1,15778.0,15778.0,15778.0,15778.0,0.0,0.0,337.6363636363636,0.0,0.0,0.0,0.0,0.0,0.0,759.0909090909091,279,279,0.0
5036,City of Oldsmar,2,2,325.0,1082.0,703.5,1407.0,0.0,0.0,541.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,436,493,0.0
5037,City of Olympia,4,3,0.0,1063.0,613.0,2452.0,0.0,1059.0,0.0,350.0,0.0,0.0,0.0,698.0,0.0,0.0,265,631,0.0
5038,City of Omaha,3,3,70.0,151876.0,51528.0,154584.0,1.0,34743.0,1319.0,710.0,26958.0,0.0,0.0,0.0,35549.0,0.0,302,575,136.8
5039,City of Oneonta,2,2,350.0,1778.0,1064.0,2128.0,0.0,0.0,889.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,310,380,0.0
5040,City of Ontario,5,3,0.0,8262.0,3721.2,18606.0,1.0,2800.0,889.0,54.5,6158.0,0.0,1018.0,1485.0,3145.0,2113.0,342,602,7.2
5041,City of Orange,7,7,325.0,3948.0,1206.857142857143,8448.0,0.0,0.0,329.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,180,533,0.0
5042,City of Orange City,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619,619,0.0
5043,City of Ottumwa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,441,0.0
5044,City of Owensboro Kentucky,2,2,1944.0,114342.0,58143.0,116286.0,0.0,4836.0,0.0,2975.0,69956.0,0.0,1200.0,0.0,22200.0,0.0,388,388,62.5
5045,City of Owosso,1,1,90166.0,90166.0,90166.0,90166.0,1.0,5506.0,0.0,0.0,65280.0,0.0,510.0,0.0,18870.0,0.0,482,482,62.5
5046,City of Oxford Ohio,2,2,1057.0,8507.0,4782.0,9564.0,1.0,1878.0,0.0,423.3333333333333,4687.0,0.0,0.0,0.0,1871.0,0.0,219,511,7.2
5047,"City of Oxford, NC",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194,194,0.0
5048,City of Pacifica,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,261,0.0
5049,City of Painesville OH,1,1,9108.0,9108.0,9108.0,9108.0,1.0,1878.0,0.0,71.0,4687.0,0.0,601.0,0.0,1871.0,0.0,467,467,7.2
5050,City of Palm Beach Gardens,1,1,1480.0,1480.0,1480.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,425,425,0.0
5051,City of Palm Coast,2,1,0.0,1398.0,699.0,1398.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,316,363,0.0
5052,City of Palm Springs CA,3,2,0.0,9926.0,5001.333333333333,15004.0,0.0,12331.0,0.0,0.0,0.0,0.0,0.0,2673.0,0.0,0.0,324,537,0.0
5053,City of Palo Alto,5,5,1400.0,49717.0,12023.4,60117.0,1.0,0.0,662.8933333333333,6400.0,4000.0,0.0,0.0,0.0,0.0,0.0,176,553,14.4
5054,City of Paramount,1,1,700.0,700.0,700.0,700.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,505,505,93.60000000000001
5055,"City of Parkland, FL",3,2,0.0,1398.0,924.6666666666666,2774.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1426.0,173,581,0.0
5056,City of Passaic,2,2,460.0,7594.0,4027.0,8054.0,0.0,3756.0,230.0,0.0,0.0,0.0,0.0,594.0,3244.0,0.0,245,474,0.0
5057,City of Patterson,1,1,3749.0,3749.0,3749.0,3749.0,0.0,0.0,764.0,0.0,0.0,0.0,0.0,0.0,0.0,693.0,309,309,0.0
5058,City of Peachtree Corners,1,1,650.0,650.0,650.0,650.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,0.0,364,364,0.0
5059,City of Petaluma,3,3,700.0,8500.0,3791.6666666666665,11375.0,0.0,0.0,850.0,1675.0,0.0,0.0,0.0,0.0,0.0,0.0,293,365,0.0
5060,City of Petersburg,1,1,29640.0,29640.0,29640.0,29640.0,3.0,6726.0,0.0,163.5,16224.0,0.0,0.0,0.0,6363.0,0.0,387,387,21.6
5061,City of Pflugerville,3,1,0.0,32400.0,10800.0,32400.0,1.0,0.0,0.0,0.0,0.0,6480.0,0.0,0.0,0.0,0.0,203,625,28.8
5062,City of Philadelphia,2,1,0.0,6670.0,3335.0,6670.0,1.0,586.0,0.0,68.0,5060.0,0.0,0.0,297.0,659.0,0.0,148,504,7.2
5063,"City of Philadelphia, Department of Revenue",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292,292,0.0
5064,City of Phoenix,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
5065,City of Pickerington OH,3,3,142.0,50404.0,22756.666666666668,68270.0,2.0,8563.0,0.0,266.0,42014.0,0.0,510.0,0.0,16917.0,0.0,429,555,45.65
5066,City of Pikeville KY,1,1,12000.0,12000.0,12000.0,12000.0,1.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,590,590,7.2
5067,City of Pitt Meadows,1,1,1256.0,1256.0,1256.0,1256.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,126,126,0.0
5068,City of Pittsburg CA,4,4,700.0,4934.0,2250.5,9002.0,0.0,0.0,657.0,2100.0,0.0,0.0,0.0,0.0,0.0,740.0,302,653,0.0
5069,City of Pittsburgh Pennsylvania,8,8,40.0,97410.0,23212.75,185702.0,3.0,36194.0,663.448275862069,389.6666666666667,95457.0,0.0,0.0,0.0,23147.0,560.6315789473684,91,631,557.2
5070,City of Plano,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559,559,0.0
5071,City of Pleasant Hill,5,4,0.0,19550.0,5431.8,27159.0,1.5,700.0,889.0,1446.3333333333333,7287.0,0.0,509.0,445.5,943.5,0.0,475,609,21.6
5072,City of Pleasanton,4,4,2824.0,17894.0,7404.0,29616.0,1.0,1400.0,1319.0,0.0,7257.0,0.0,509.0,891.0,4160.0,2495.0,288,351,14.4
5073,City of Plymouth Indiana,1,1,12270.0,12270.0,12270.0,12270.0,1.0,2354.0,0.0,81.0,6802.0,0.0,509.0,297.0,2227.0,0.0,127,127,7.2
5074,"City of Plymouth, MN",1,1,78408.0,78408.0,78408.0,78408.0,10.0,5600.0,0.0,620.0,61290.0,0.0,1018.0,2970.0,6290.0,0.0,539,539,72.0
5075,City of Point Arena CA,1,1,650.0,650.0,650.0,650.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,568,568,0.0
5076,City of Pompano Beach,3,2,0.0,14515.0,5986.666666666667,17960.0,2.0,1120.0,225.33333333333334,109.0,10816.0,0.0,509.0,594.0,1258.0,523.25,381,483,14.4
5077,City of Port Angeles,1,1,29807.0,29807.0,29807.0,29807.0,1.0,4230.0,0.0,217.5,17304.0,0.0,599.0,1047.0,6192.0,0.0,331,331,21.6
5078,City of Port Moody,1,1,728.0,728.0,728.0,728.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,343,343,0.0
5079,City of Port St. Lucie Florida,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
5080,City of Portage,3,2,0.0,18100.0,8966.666666666666,26900.0,2.0,6726.0,0.0,0.0,14061.0,0.0,0.0,0.0,6113.0,0.0,328,533,21.6
5081,City of Portland,2,2,639.0,18100.0,9369.5,18739.0,1.0,4484.0,213.0,0.0,9374.0,0.0,0.0,0.0,4242.0,0.0,352,386,14.4
5082,City of Portsmouth OH,2,2,3749.0,4758.0,4253.5,8507.0,1.0,1878.0,0.0,71.0,4687.0,0.0,0.0,0.0,1871.0,0.0,385,405,7.2
5083,City of Poughkeepsie,3,3,1300.0,5860.0,4250.666666666667,12752.0,0.0,0.0,674.0,1300.0,0.0,0.0,0.0,0.0,0.0,1515.0,97,526,0.0
5084,City of Prince George,1,1,40692.0,40692.0,40692.0,40692.0,0.0,7512.0,0.0,202.0,22088.0,0.0,0.0,0.0,10688.0,0.0,111,111,36.0
5085,City of Prince Rupert,1,1,6112.799999999999,6112.799999999999,6112.799999999999,6112.799999999999,0.0,751.2,0.0,54.4,3169.6,0.0,0.0,0.0,2137.6,0.0,111,111,7.2
